x coord,y coord
55.896968,8.500000
51.680635,8.500000
47.357679,8.500000
64.729345,8.600000
60.718535,8.600000
56.616642,8.600000
52.412528,8.600000
48.101971,8.600000
65.423842,8.700000
61.424770,8.700000
57.334865,8.700000
53.142978,8.700000
48.844835,8.700000
66.116873,8.800000
62.129544,8.800000
58.051633,8.800000
53.871980,8.800000
49.586265,8.800000
66.808434,8.900000
62.832852,8.900000
58.766941,8.900000
54.599529,8.900000
50.326255,8.900000
67.498519,9.000000
63.534689,9.000000
59.480783,9.000000
55.325620,9.000000
51.064800,9.000000
68.187124,9.100000
64.235051,9.100000
60.193154,9.100000
56.050246,9.100000
51.801893,9.100000
68.874245,9.200000
64.933931,9.200000
60.904050,9.200000
56.773405,9.200000
52.537529,9.200000
69.559875,9.300000
65.631326,9.300000
61.613464,9.300000
57.495088,9.300000
53.271703,9.300000
70.244010,9.400000
66.327230,9.400000
62.321394,9.400000
58.215293,9.400000
54.004408,9.400000
70.926645,9.500000
67.021638,9.500000
63.027832,9.500000
58.934013,9.500000
54.735639,9.500000
71.607775,9.600000
67.714545,9.600000
63.732774,9.600000
59.651244,9.600000
55.465391,9.600000
72.287394,9.700000
68.405945,9.700000
64.436215,9.700000
60.366979,9.700000
56.193657,9.700000
72.965499,9.800000
69.095835,9.800000
65.138149,9.800000
61.081214,9.800000
56.920432,9.800000
73.642082,9.900000
69.784208,9.900000
65.838571,9.900000
61.793943,9.900000
57.645711,9.900000
74.317141,10.000000
70.471059,10.000000
66.537477,10.000000
62.505162,10.000000
58.369488,10.000000
74.990668,10.100000
71.156383,10.100000
67.234860,10.100000
63.214863,10.100000
59.091757,10.100000
75.662660,10.200000
71.840175,10.200000
67.930716,10.200000
63.923043,10.200000
59.812512,10.200000
76.333110,10.300000
72.522430,10.300000
68.625038,10.300000
64.629695,10.300000
60.531748,10.300000
77.002014,10.400000
73.203142,10.400000
69.317823,10.400000
65.334815,10.400000
61.249459,10.400000
77.669366,10.500000
73.882306,10.500000
70.009063,10.500000
66.038396,10.500000
61.965639,10.500000
78.335161,10.600000
74.559916,10.600000
70.698754,10.600000
66.740434,10.600000
62.680283,10.600000
78.999393,10.700000
75.235967,10.700000
71.386891,10.700000
67.440922,10.700000
63.393386,10.700000
79.662058,10.800000
75.910454,10.800000
72.073468,10.800000
68.139856,10.800000
64.104940,10.800000
80.323150,10.900000
76.583371,10.900000
72.758479,10.900000
68.837228,10.900000
64.814941,10.900000
80.982663,11.000000
77.254713,11.000000
73.441919,11.000000
69.533035,11.000000
65.523382,11.000000
81.640592,11.100000
77.924475,11.100000
74.123782,11.100000
70.227270,11.100000
66.230259,11.100000
82.296932,11.200000
78.592649,11.200000
74.804062,11.200000
70.919928,11.200000
66.935565,11.200000
82.951677,11.300000
79.259233,11.300000
75.482755,11.300000
71.611002,11.300000
67.639293,11.300000
83.604821,11.400000
79.924218,11.400000
76.159854,11.400000
72.300488,11.400000
68.341440,11.400000
84.256360,11.500000
80.587601,11.500000
76.835354,11.500000
72.988378,11.500000
69.041997,11.500000
84.906286,11.600000
81.249374,11.600000
77.509249,11.600000
73.674669,11.600000
69.740960,11.600000
85.554596,11.700000
81.909534,11.700000
78.181532,11.700000
74.359353,11.700000
70.438323,11.700000
86.201283,11.800000
82.568073,11.800000
78.852200,11.800000
75.042425,11.800000
71.134080,11.800000
86.846341,11.900000
83.224986,11.900000
79.521244,11.900000
75.723879,11.900000
71.828224,11.900000
87.489765,12.000000
83.880268,12.000000
80.188661,12.000000
76.403708,12.000000
72.520749,12.000000
88.131549,12.100000
84.533912,12.100000
80.854444,12.100000
77.081908,12.100000
73.211650,12.100000
88.771688,12.200000
85.185914,12.200000
81.518586,12.200000
77.758472,12.200000
73.900921,12.200000
89.410175,12.300000
85.836266,12.300000
82.181082,12.300000
78.433395,12.300000
74.588555,12.300000
90.047005,12.400000
86.484963,12.400000
82.841927,12.400000
79.106669,12.400000
75.274546,12.400000
90.682172,12.500000
87.131999,12.500000
83.501114,12.500000
79.778289,12.500000
75.958888,12.500000
91.315670,12.600000
87.777369,12.600000
84.158636,12.600000
80.448249,12.600000
76.641575,12.600000
91.947494,12.700000
88.421065,12.700000
84.814489,12.700000
81.116543,12.700000
77.322601,12.700000
92.577637,12.800000
89.063083,12.800000
85.468666,12.800000
81.783164,12.800000
78.001958,12.800000
93.206093,12.900000
89.703416,12.900000
86.121160,12.900000
82.448107,12.900000
78.679642,12.900000
93.832856,13.000000
90.342059,13.000000
86.771966,13.000000
83.111364,13.000000
79.355646,13.000000
94.457922,13.100000
90.979004,13.100000
87.421078,13.100000
83.772931,13.100000
80.029962,13.100000
95.081282,13.200000
91.614246,13.200000
88.068489,13.200000
84.432800,13.200000
80.702586,13.200000
95.702932,13.300000
92.247779,13.300000
88.714192,13.300000
85.090965,13.300000
81.373510,13.300000
96.322866,13.400000
92.879597,13.400000
89.358183,13.400000
85.747420,13.400000
82.042728,13.400000
96.941076,13.500000
93.509693,13.500000
90.000454,13.500000
86.402159,13.500000
82.710233,13.500000
97.557558,13.600000
94.138062,13.600000
90.640999,13.600000
87.055174,13.600000
83.376019,13.600000
98.172305,13.700000
94.764696,13.700000
91.279812,13.700000
87.706460,13.700000
84.040080,13.700000
98.785310,13.800000
95.389590,13.800000
91.916887,13.800000
88.356010,13.800000
84.702408,13.800000
99.396568,13.900000
96.012737,13.900000
92.552216,13.900000
89.003818,13.900000
85.362998,13.900000
100.006072,14.000000
96.634131,14.000000
93.185793,14.000000
89.649876,14.000000
86.021842,14.000000
100.613817,14.100000
97.253766,14.100000
93.817613,14.100000
90.294179,14.100000
86.678933,14.100000
101.219795,14.200000
97.871635,14.200000
94.447668,14.200000
90.936719,14.200000
87.334266,14.200000
101.824000,14.300000
98.487732,14.300000
95.075952,14.300000
91.577490,14.300000
87.987833,14.300000
102.426426,14.400000
99.102049,14.400000
95.702458,14.400000
92.216486,14.400000
88.639627,14.400000
103.027068,14.500000
99.714582,14.500000
96.327180,14.500000
92.853699,14.500000
89.289641,14.500000
103.625917,14.600000
100.325323,14.600000
96.950111,14.600000
93.489123,14.600000
89.937870,14.600000
104.222968,14.700000
100.934266,14.700000
97.571245,14.700000
94.122751,14.700000
90.584304,14.700000
104.818215,14.800000
101.541403,14.800000
98.190574,14.800000
94.754576,14.800000
91.228939,14.800000
105.411650,14.900000
102.146729,14.900000
98.808091,14.900000
95.384592,14.900000
91.871767,14.900000
106.003268,15.000000
102.750237,15.000000
99.423791,15.000000
96.012790,15.000000
92.512780,15.000000
106.593062,15.100000
103.351920,15.100000
100.037667,15.100000
96.639165,15.100000
93.151971,15.100000
107.181024,15.200000
103.951772,15.200000
100.649710,15.200000
97.263710,15.200000
93.789335,15.200000
107.767150,15.300000
104.549785,15.300000
101.259915,15.300000
97.886417,15.300000
94.424862,15.300000
108.351431,15.400000
105.145953,15.400000
101.868275,15.400000
98.507280,15.400000
95.058547,15.400000
108.933862,15.500000
105.740269,15.500000
102.474783,15.500000
99.126290,15.500000
95.690382,15.500000
109.514435,15.600000
106.332726,15.600000
103.079431,15.600000
99.743442,15.600000
96.320360,15.600000
110.093145,15.700000
106.923318,15.700000
103.682213,15.700000
100.358728,15.700000
96.948473,15.700000
110.669983,15.800000
107.512037,15.800000
104.283122,15.800000
100.972141,15.800000
97.574715,15.800000
111.244944,15.900000
108.098877,15.900000
104.882151,15.900000
101.583674,15.900000
98.199077,15.900000
111.818021,16.000000
108.683830,16.000000
105.479292,16.000000
102.193319,16.000000
98.821552,16.000000
112.389206,16.100000
109.266891,16.100000
106.074538,16.100000
102.801070,16.100000
99.442134,16.100000
112.958493,16.200000
109.848051,16.200000
106.667883,16.200000
103.406918,16.200000
100.060814,16.200000
113.525876,16.300000
110.427304,16.300000
107.259319,16.300000
104.010856,16.300000
100.677585,16.300000
114.091347,16.400000
111.004642,16.400000
107.848839,16.400000
104.612878,16.400000
101.292440,16.400000
114.654899,16.500000
111.580059,16.500000
108.436435,16.500000
105.212976,16.500000
101.905370,16.500000
115.216525,16.600000
112.153547,16.600000
109.022101,16.600000
105.811141,16.600000
102.516369,16.600000
115.776219,16.700000
112.725100,16.700000
109.605829,16.700000
106.407368,16.700000
103.125429,16.700000
116.333973,16.800000
113.294710,16.800000
110.187611,16.800000
107.001648,16.800000
103.732541,16.800000
116.889781,16.900000
113.862369,16.900000
110.767441,16.900000
107.593974,16.900000
104.337699,16.900000
117.443635,17.000000
114.428072,17.000000
111.345311,17.000000
108.184337,17.000000
104.940894,17.000000
117.995528,17.100000
114.991810,17.100000
111.921214,17.100000
108.772732,17.100000
105.542119,17.100000
118.545454,17.200000
115.553576,17.200000
112.495141,17.200000
109.359149,17.200000
106.141366,17.200000
119.093405,17.300000
116.113363,17.300000
113.067086,17.300000
109.943582,17.300000
106.738627,17.300000
119.639373,17.400000
116.671164,17.400000
113.637042,17.400000
110.526022,17.400000
107.333894,17.400000
120.183353,17.500000
117.226971,17.500000
114.204999,17.500000
111.106462,17.500000
107.927159,17.500000
120.725336,17.600000
117.780777,17.600000
114.770952,17.600000
111.684894,17.600000
108.518415,17.600000
121.265315,17.700000
118.332574,17.700000
115.334892,17.700000
112.261310,17.700000
109.107653,17.700000
121.803284,17.800000
118.882356,17.800000
115.896812,17.800000
112.835703,17.800000
109.694865,17.800000
122.339234,17.900000
119.430114,17.900000
116.456704,17.900000
113.408064,17.900000
110.280043,17.900000
122.873160,18.000000
119.975841,18.000000
117.014560,18.000000
113.978386,18.000000
110.863179,18.000000
123.405053,18.100000
120.519530,18.100000
117.570373,18.100000
114.546661,18.100000
111.444266,18.100000
123.934906,18.200000
121.061173,18.200000
118.124136,18.200000
115.112881,18.200000
112.023294,18.200000
124.462711,18.300000
121.600763,18.300000
118.675839,18.300000
115.677037,18.300000
112.600256,18.300000
124.988463,18.400000
122.138292,18.400000
119.225476,18.400000
116.239122,18.400000
113.175143,18.400000
125.512152,18.500000
122.673752,18.500000
119.773038,18.500000
116.799129,18.500000
113.747947,18.500000
126.033773,18.600000
123.207137,18.600000
120.318519,18.600000
117.357048,18.600000
114.318660,18.600000
126.553316,18.700000
123.738437,18.700000
120.861909,18.700000
117.912871,18.700000
114.887274,18.700000
127.070776,18.800000
124.267646,18.800000
121.403202,18.800000
118.466592,18.800000
115.453780,18.800000
127.586144,18.900000
124.794757,18.900000
121.942389,18.900000
119.018200,18.900000
116.018169,18.900000
128.099414,19.000000
125.319760,19.000000
122.479462,19.000000
119.567690,19.000000
116.580434,19.000000
128.610577,19.100000
125.842650,19.100000
123.014413,19.100000
120.115051,19.100000
117.140566,19.100000
129.119626,19.200000
126.363417,19.200000
123.547235,19.200000
120.660276,19.200000
117.698557,19.200000
129.626554,19.300000
126.882054,19.300000
124.077919,19.300000
121.203357,19.300000
118.254397,19.300000
130.131354,19.400000
127.398554,19.400000
124.606458,19.400000
121.744285,19.400000
118.808079,19.400000
130.634017,19.500000
127.912909,19.500000
125.132844,19.500000
122.283052,19.500000
119.359594,19.500000
131.134536,19.600000
128.425111,19.600000
125.657067,19.600000
122.819650,19.600000
119.908933,19.600000
131.632905,19.700000
128.935152,19.700000
126.179122,19.700000
123.354071,19.700000
120.456088,19.700000
132.129114,19.800000
129.443024,19.800000
126.698998,19.800000
123.886305,19.800000
121.001050,19.800000
132.623158,19.900000
129.948720,19.900000
127.216689,19.900000
124.416346,19.900000
121.543811,19.900000
