t,velocity
14.000000,7.435441
14.000000,6.822131
14.000000,6.286279
14.100000,28.200000
14.100000,17.310267
14.100000,13.638308
14.100000,11.557340
14.100000,10.132409
14.100000,9.056220
14.100000,8.194143
14.100000,7.476191
14.100000,6.861618
14.100000,6.324726
14.200000,28.400000
14.200000,17.391496
14.200000,13.698353
14.200000,11.608990
14.200000,10.179496
14.200000,9.100379
14.200000,8.236224
14.200000,7.516696
14.200000,6.900872
14.200000,6.362949
14.300000,28.600000
14.300000,17.472277
14.300000,13.758022
14.300000,11.660313
14.300000,10.226289
14.300000,9.144266
14.300000,8.278050
14.300000,7.556961
14.300000,6.939895
14.300000,6.400951
14.400000,28.800000
14.400000,17.552614
14.400000,13.817318
14.400000,11.711313
14.400000,10.272791
14.400000,9.187884
14.400000,8.319625
14.400000,7.596986
14.400000,6.978691
14.400000,6.438734
14.500000,29.000000
14.500000,17.632509
14.500000,13.876246
14.500000,11.761993
14.500000,10.319005
14.500000,9.231237
14.500000,8.360950
14.500000,7.636776
14.500000,7.017260
14.500000,6.476301
14.600000,29.200000
14.600000,17.711966
14.600000,13.934808
14.600000,11.812358
14.600000,10.364935
14.600000,9.274327
14.600000,8.402029
14.600000,7.676331
14.600000,7.055607
14.600000,6.513653
14.700000,29.400000
14.700000,17.790990
14.700000,13.993010
14.700000,11.862409
14.700000,10.410582
14.700000,9.317157
14.700000,8.442864
14.700000,7.715656
14.700000,7.093732
14.700000,6.550792
14.800000,29.600000
14.800000,17.869584
14.800000,14.050853
14.800000,11.912150
14.800000,10.455951
14.800000,9.359730
14.800000,8.483457
14.800000,7.754751
14.800000,7.131639
14.800000,6.587721
14.900000,29.800000
14.900000,17.947752
14.900000,14.108341
14.900000,11.961585
14.900000,10.501043
14.900000,9.402047
14.900000,8.523811
14.900000,7.793619
14.900000,7.169328
14.900000,6.624442
15.000000,30.000000
15.000000,18.025496
15.000000,14.165479
15.000000,12.010716
15.000000,10.545862
15.000000,9.444112
15.000000,8.563928
15.000000,7.832263
15.000000,7.206803
15.000000,6.660957
15.100000,30.000000
15.100000,18.101564
15.100000,14.222257
15.100000,12.059546
15.100000,10.590411
15.100000,9.485928
15.100000,8.603811
15.100000,7.870684
15.100000,7.244066
15.100000,6.697267
15.200000,30.000000
15.200000,18.176023
15.200000,14.278663
15.200000,12.108079
15.200000,10.634692
15.200000,9.527496
15.200000,8.643462
15.200000,7.908886
15.200000,7.281118
15.200000,6.733375
15.300000,30.000000
15.300000,18.248937
15.300000,14.334684
15.300000,12.156316
15.300000,10.678708
15.300000,9.568820
15.300000,8.682884
15.300000,7.946869
15.300000,7.317962
15.300000,6.769283
15.400000,30.000000
15.400000,18.320366
15.400000,14.390311
15.400000,12.204258
15.400000,10.722462
15.400000,9.609902
15.400000,8.722078
15.400000,7.984637
15.400000,7.354600
15.400000,6.804993
15.500000,30.000000
15.500000,18.390366
15.500000,14.445535
15.500000,12.251909
15.500000,10.765956
15.500000,9.650744
15.500000,8.761047
15.500000,8.022192
15.500000,7.391033
15.500000,6.840506
15.600000,30.000000
15.600000,18.458992
15.600000,14.500349
15.600000,12.299268
15.600000,10.809192
15.600000,9.691348
15.600000,8.799794
15.600000,8.059535
15.600000,7.427264
15.600000,6.875824
15.700000,30.000000
15.700000,18.526294
15.700000,14.554748
15.700000,12.346339
15.700000,10.852174
15.700000,9.731718
15.700000,8.838320
15.700000,8.096669
15.700000,7.463296
15.700000,6.910950
15.800000,30.000000
15.800000,18.592320
15.800000,14.608726
15.800000,12.393121
15.800000,10.894903
15.800000,9.771855
15.800000,8.876628
15.800000,8.133595
15.800000,7.499128
15.800000,6.945886
15.900000,30.000000
15.900000,18.657115
15.900000,14.662280
15.900000,12.439616
15.900000,10.937382
15.900000,9.811762
15.900000,8.914719
15.900000,8.170317
15.900000,7.534765
15.900000,6.980632
16.000000,30.000000
16.000000,18.720722
16.000000,14.715407
16.000000,12.485825
16.000000,10.979613
16.000000,9.851441
16.000000,8.952596
16.000000,8.206835
16.000000,7.570206
16.000000,7.015191
16.100000,30.000000
16.100000,18.783183
16.100000,14.768105
16.100000,12.531749
16.100000,11.021599
16.100000,9.890893
16.100000,8.990262
16.100000,8.243151
16.100000,7.605456
16.100000,7.049565
16.200000,30.000000
16.200000,18.844535
16.200000,14.820372
16.200000,12.577389
16.200000,11.063340
16.200000,9.930123
16.200000,9.027718
16.200000,8.279269
16.200000,7.640514
16.200000,7.083755
16.300000,30.000000
16.300000,18.904816
16.300000,14.872209
16.300000,12.622746
16.300000,11.104840
16.300000,9.969130
16.300000,9.064965
16.300000,8.315189
16.300000,7.675384
16.300000,7.117763
16.400000,30.000000
16.400000,18.964061
16.400000,14.923614
16.400000,12.667821
16.400000,11.146100
16.400000,10.007919
16.400000,9.102007
16.400000,8.350913
16.400000,7.710066
16.400000,7.151592
16.500000,30.000000
16.500000,19.022303
16.500000,14.974589
16.500000,12.712615
16.500000,11.187123
16.500000,10.046490
16.500000,9.138845
16.500000,8.386444
16.500000,7.744563
16.500000,7.185241
16.600000,30.000000
16.600000,19.079574
16.600000,15.025133
16.600000,12.757129
16.600000,11.227910
16.600000,10.084845
16.600000,9.175481
16.600000,8.421783
16.600000,7.778876
16.600000,7.218714
16.700000,30.000000
16.700000,19.135904
16.700000,15.075250
16.700000,12.801364
16.700000,11.268463
16.700000,10.122988
16.700000,9.211918
16.700000,8.456933
16.700000,7.813008
16.700000,7.252012
16.800000,30.000000
16.800000,19.191322
16.800000,15.124939
16.800000,12.845320
16.800000,11.308783
16.800000,10.160919
16.800000,9.248156
16.800000,8.491894
16.800000,7.846959
16.800000,7.285136
16.900000,30.000000
16.900000,19.245857
16.900000,15.174204
16.900000,12.889000
16.900000,11.348874
16.900000,10.198640
16.900000,9.284197
16.900000,8.526668
16.900000,7.880732
16.900000,7.318088
17.000000,30.000000
17.000000,19.299534
17.000000,15.223047
17.000000,12.932404
17.000000,11.388735
17.000000,10.236154
17.000000,9.320045
17.000000,8.561258
17.000000,7.914328
17.000000,7.350870
17.100000,30.000000
17.100000,19.352378
17.100000,15.271470
17.100000,12.975533
17.100000,11.428370
17.100000,10.273463
17.100000,9.355700
17.100000,8.595666
17.100000,7.947749
17.100000,7.383483
17.200000,30.000000
17.200000,19.404414
17.200000,15.319477
17.200000,13.018389
17.200000,11.467779
17.200000,10.310567
17.200000,9.391164
17.200000,8.629892
17.200000,7.980996
17.200000,7.415929
17.300000,30.000000
17.300000,19.455665
17.300000,15.367069
17.300000,13.060972
17.300000,11.506965
17.300000,10.347470
17.300000,9.426439
17.300000,8.663938
17.300000,8.014072
17.300000,7.448209
17.400000,30.000000
17.400000,19.506153
17.400000,15.414252
17.400000,13.103285
17.400000,11.545929
17.400000,10.384172
17.400000,9.461527
17.400000,8.697807
17.400000,8.046977
17.400000,7.480325
17.500000,30.000000
17.500000,19.555899
17.500000,15.461028
17.500000,13.145328
17.500000,11.584672
17.500000,10.420675
17.500000,9.496430
17.500000,8.731499
17.500000,8.079713
17.500000,7.512278
17.600000,30.000000
17.600000,19.604924
17.600000,15.507400
17.600000,13.187102
17.600000,11.623197
17.600000,10.456982
17.600000,9.531148
17.600000,8.765017
17.600000,8.112282
17.600000,7.544070
17.700000,30.000000
17.700000,19.653247
17.700000,15.553373
17.700000,13.228610
17.700000,11.661504
17.700000,10.493094
17.700000,9.565685
17.700000,8.798362
17.700000,8.144685
17.700000,7.575703
17.800000,30.000000
17.800000,19.700887
17.800000,15.598950
17.800000,13.269852
17.800000,11.699595
17.800000,10.529012
17.800000,9.600040
17.800000,8.831536
17.800000,8.176924
17.800000,7.607177
17.900000,30.000000
17.900000,19.747863
17.900000,15.644135
17.900000,13.310830
17.900000,11.737472
17.900000,10.564738
17.900000,9.634217
17.900000,8.864540
17.900000,8.209000
17.900000,7.638494
18.000000,30.000000
18.000000,19.794191
18.000000,15.688932
18.000000,13.351545
18.000000,11.775136
18.000000,10.600274
18.000000,9.668217
18.000000,8.897375
18.000000,8.240915
18.000000,7.669655
18.100000,30.000000
18.100000,19.839888
18.100000,15.733346
18.100000,13.392000
18.100000,11.812589
18.100000,10.635621
18.100000,9.702041
18.100000,8.930044
18.100000,8.272670
18.100000,7.700663
18.200000,30.000000
18.200000,19.884970
18.200000,15.777380
18.200000,13.432195
18.200000,11.849832
18.200000,10.670781
18.200000,9.735690
18.200000,8.962547
18.200000,8.304266
18.200000,7.731517
18.300000,30.000000
18.300000,19.929452
18.300000,15.821038
18.300000,13.472133
18.300000,11.886866
18.300000,10.705756
18.300000,9.769167
18.300000,8.994887
18.300000,8.335706
18.300000,7.762221
18.400000,30.000000
18.400000,19.973351
18.400000,15.864325
18.400000,13.511814
18.400000,11.923694
18.400000,10.740546
18.400000,9.802473
18.400000,9.027064
18.400000,8.366990
18.400000,7.792774
18.500000,30.000000
18.500000,20.016679
18.500000,15.907244
18.500000,13.551241
18.500000,11.960315
18.500000,10.775154
18.500000,9.835609
18.500000,9.059080
18.500000,8.398120
18.500000,7.823178
18.600000,30.000000
18.600000,20.059451
18.600000,15.949801
18.600000,13.590415
18.600000,11.996733
18.600000,10.809580
18.600000,9.868576
18.600000,9.090937
18.600000,8.429097
18.600000,7.853435
18.700000,30.000000
18.700000,20.101680
18.700000,15.991998
18.700000,13.629338
18.700000,12.032948
18.700000,10.843826
18.700000,9.901377
18.700000,9.122635
18.700000,8.459922
18.700000,7.883546
18.800000,30.000000
18.800000,20.143378
18.800000,16.033841
18.800000,13.668012
18.800000,12.068962
18.800000,10.877895
18.800000,9.934013
18.800000,9.154177
18.800000,8.490598
18.800000,7.913512
18.900000,30.000000
18.900000,20.184560
18.900000,16.075334
18.900000,13.706439
18.900000,12.104776
18.900000,10.911786
18.900000,9.966484
18.900000,9.185563
18.900000,8.521124
18.900000,7.943335
19.000000,30.000000
19.000000,20.225235
19.000000,16.116480
19.000000,13.744619
19.000000,12.140392
19.000000,10.945502
19.000000,9.998793
19.000000,9.216796
19.000000,8.551503
19.000000,7.973015
19.100000,30.000000
19.100000,20.265416
19.100000,16.157285
19.100000,13.782556
19.100000,12.175810
19.100000,10.979043
19.100000,10.030940
19.100000,9.247875
19.100000,8.581735
19.100000,8.002553
19.200000,30.000000
19.200000,20.305115
19.200000,16.197751
19.200000,13.820251
19.200000,12.211033
19.200000,11.012412
19.200000,10.062928
19.200000,9.278804
19.200000,8.611822
19.200000,8.031952
19.300000,30.000000
19.300000,20.344341
19.300000,16.237884
19.300000,13.857705
19.300000,12.246061
19.300000,11.045609
19.300000,10.094757
19.300000,9.309582
19.300000,8.641766
19.300000,8.061212
19.400000,30.000000
19.400000,20.383106
19.400000,16.277687
19.400000,13.894921
19.400000,12.280896
19.400000,11.078636
19.400000,10.126428
19.400000,9.340211
19.400000,8.671567
19.400000,8.090335
19.500000,30.000000
19.500000,20.421419
19.500000,16.317164
19.500000,13.931900
19.500000,12.315540
19.500000,11.111494
19.500000,10.157944
19.500000,9.370693
19.500000,8.701226
19.500000,8.119321
19.600000,30.000000
19.600000,20.459291
19.600000,16.356320
19.600000,13.968645
19.600000,12.349993
19.600000,11.144185
19.600000,10.189305
19.600000,9.401028
19.600000,8.730746
19.600000,8.148172
19.700000,30.000000
19.700000,20.496730
19.700000,16.395158
19.700000,14.005156
19.700000,12.384257
19.700000,11.176709
19.700000,10.220512
19.700000,9.431218
19.700000,8.760126
19.700000,8.176888
19.800000,30.000000
19.800000,20.533746
19.800000,16.433682
19.800000,14.041437
19.800000,12.418334
19.800000,11.209068
19.800000,10.251567
19.800000,9.461264
19.800000,8.789368
19.800000,8.205472
19.900000,30.000000
19.900000,20.570348
19.900000,16.471897
19.900000,14.077488
19.900000,12.452225
19.900000,11.241264
19.900000,10.282471
19.900000,9.491168
19.900000,8.818474
19.900000,8.233924
20.000000,30.000000
20.000000,20.606545
20.000000,16.509806
20.000000,14.113312
20.000000,12.485930
20.000000,11.273296
20.000000,10.313225
20.000000,9.520930
20.000000,8.847445
20.000000,8.262245
20.100000,30.000000
20.100000,20.642345
20.100000,16.547413
20.100000,14.148911
20.100000,12.519452
20.100000,11.305168
20.100000,10.343831
20.100000,9.550551
20.100000,8.876280
20.100000,8.290436
20.200000,30.000000
20.200000,20.677755
20.200000,16.584722
20.200000,14.184286
20.200000,12.552792
20.200000,11.336879
20.200000,10.374289
20.200000,9.580033
20.200000,8.904983
20.200000,8.318499
20.300000,30.000000
20.300000,20.712785
20.300000,16.621737
20.300000,14.219440
20.300000,12.585951
20.300000,11.368431
20.300000,10.404601
20.300000,9.609377
20.300000,8.933553
20.300000,8.346434
20.400000,30.000000
20.400000,20.747441
20.400000,16.658461
20.400000,14.254374
20.400000,12.618930
20.400000,11.399825
20.400000,10.434767
20.400000,9.638585
20.400000,8.961992
20.400000,8.374242
20.500000,30.000000
20.500000,20.781730
20.500000,16.694898
20.500000,14.289090
20.500000,12.651731
20.500000,11.431063
20.500000,10.464790
20.500000,9.667656
20.500000,8.990302
20.500000,8.401925
20.600000,30.000000
20.600000,20.815661
20.600000,16.731051
20.600000,14.323590
20.600000,12.684355
20.600000,11.462145
20.600000,10.494670
20.600000,9.696592
20.600000,9.018482
20.600000,8.429484
20.700000,30.000000
20.700000,20.849240
20.700000,16.766925
20.700000,14.357876
20.700000,12.716804
20.700000,11.493073
20.700000,10.524408
20.700000,9.725395
20.700000,9.046534
20.700000,8.456919
20.800000,30.000000
20.800000,20.882474
20.800000,16.802523
20.800000,14.391949
20.800000,12.749077
20.800000,11.523848
20.800000,10.554005
20.800000,9.754065
20.800000,9.074459
20.800000,8.484232
20.900000,30.000000
20.900000,20.915369
20.900000,16.837847
20.900000,14.425812
20.900000,12.781178
20.900000,11.554470
20.900000,10.583462
20.900000,9.782603
20.900000,9.102258
20.900000,8.511423
21.000000,30.000000
21.000000,20.947932
21.000000,16.872902
21.000000,14.459467
21.000000,12.813107
21.000000,11.584942
21.000000,10.612781
21.000000,9.811011
21.000000,9.129933
21.000000,8.538493
21.100000,30.000000
21.100000,20.980169
21.100000,16.907692
21.100000,14.492915
21.100000,12.844866
21.100000,11.615264
21.100000,10.641962
21.100000,9.839289
21.100000,9.157483
21.100000,8.565445
21.200000,30.000000
21.200000,21.012086
21.200000,16.942218
21.200000,14.526157
21.200000,12.876455
21.200000,11.645437
21.200000,10.671007
21.200000,9.867439
21.200000,9.184911
21.200000,8.592277
21.300000,30.000000
21.300000,21.043690
21.300000,16.976486
21.300000,14.559197
21.300000,12.907876
21.300000,11.675463
21.300000,10.699917
21.300000,9.895461
21.300000,9.212217
21.300000,8.618992
21.400000,30.000000
21.400000,21.074985
21.400000,17.010497
21.400000,14.592036
21.400000,12.939130
21.400000,11.705342
21.400000,10.728692
21.400000,9.923356
21.400000,9.239401
21.400000,8.645590
21.500000,30.000000
21.500000,21.105977
21.500000,17.044255
21.500000,14.624675
21.500000,12.970219
21.500000,11.735075
21.500000,10.757333
21.500000,9.951126
21.500000,9.266466
21.500000,8.672073
21.600000,30.000000
21.600000,21.136672
21.600000,17.077764
21.600000,14.657116
21.600000,13.001144
21.600000,11.764664
21.600000,10.785843
21.600000,9.978771
21.600000,9.293412
21.600000,8.698440
21.700000,30.000000
21.700000,21.167076
21.700000,17.111026
21.700000,14.689362
21.700000,13.031905
21.700000,11.794110
21.700000,10.814221
21.700000,10.006293
21.700000,9.320239
21.700000,8.724694
21.800000,30.000000
21.800000,21.197192
21.800000,17.144045
21.800000,14.721413
21.800000,13.062505
21.800000,11.823414
21.800000,10.842468
21.800000,10.033692
21.800000,9.346949
21.800000,8.750834
21.900000,30.000000
21.900000,21.227027
21.900000,17.176823
21.900000,14.753272
21.900000,13.092944
21.900000,11.852576
21.900000,10.870586
21.900000,10.060969
21.900000,9.373543
21.900000,8.776862
22.000000,30.000000
22.000000,21.256584
22.000000,17.209363
22.000000,14.784941
22.000000,13.123224
22.000000,11.881597
22.000000,10.898575
22.000000,10.088126
22.000000,9.400021
22.000000,8.802779
22.100000,30.000000
22.100000,21.285870
22.100000,17.241669
22.100000,14.816420
22.100000,13.153346
22.100000,11.910480
22.100000,10.926437
22.100000,10.115162
22.100000,9.426385
22.100000,8.828585
22.200000,30.000000
22.200000,21.314888
22.200000,17.273743
22.200000,14.847713
22.200000,13.183311
22.200000,11.939224
22.200000,10.954172
22.200000,10.142079
22.200000,9.452635
22.200000,8.854282
22.300000,30.000000
22.300000,21.343643
22.300000,17.305588
22.300000,14.878820
22.300000,13.213120
22.300000,11.967831
22.300000,10.981781
22.300000,10.168878
22.300000,9.478772
22.300000,8.879870
22.400000,30.000000
22.400000,21.372140
22.400000,17.337207
22.400000,14.909743
22.400000,13.242775
22.400000,11.996302
22.400000,11.009266
22.400000,10.195560
22.400000,9.504797
22.400000,8.905350
22.500000,30.000000
22.500000,21.400382
22.500000,17.368602
22.500000,14.940484
22.500000,13.272277
22.500000,12.024638
22.500000,11.036626
22.500000,10.222125
22.500000,9.530711
22.500000,8.930723
22.600000,30.000000
22.600000,21.428374
22.600000,17.399777
22.600000,14.971045
22.600000,13.301626
22.600000,12.052839
22.600000,11.063864
22.600000,10.248575
22.600000,9.556515
22.600000,8.955989
22.700000,30.000000
22.700000,21.456121
22.700000,17.430734
22.700000,15.001428
22.700000,13.330824
22.700000,12.080907
22.700000,11.090980
22.700000,10.274910
22.700000,9.582209
22.700000,8.981150
22.800000,30.000000
22.800000,21.483625
22.800000,17.461476
22.800000,15.031633
22.800000,13.359873
22.800000,12.108843
22.800000,11.117974
22.800000,10.301132
22.800000,9.607794
22.800000,9.006206
22.900000,30.000000
22.900000,21.510891
22.900000,17.492005
22.900000,15.061662
22.900000,13.388772
22.900000,12.136647
22.900000,11.144848
22.900000,10.327240
22.900000,9.633272
22.900000,9.031158
23.000000,30.000000
23.000000,21.537924
23.000000,17.522324
23.000000,15.091518
23.000000,13.417525
23.000000,12.164321
23.000000,11.171603
23.000000,10.353236
23.000000,9.658643
23.000000,9.056007
23.100000,30.000000
23.100000,21.564725
23.100000,17.552435
23.100000,15.121202
23.100000,13.446131
23.100000,12.191865
23.100000,11.198238
23.100000,10.379121
23.100000,9.683907
23.100000,9.080754
23.200000,30.000000
23.200000,21.591300
23.200000,17.582341
23.200000,15.150715
23.200000,13.474591
23.200000,12.219281
23.200000,11.224757
23.200000,10.404895
23.200000,9.709066
23.200000,9.105398
23.300000,30.000000
23.300000,21.617651
23.300000,17.612044
23.300000,15.180058
23.300000,13.502908
23.300000,12.246569
23.300000,11.251158
23.300000,10.430559
23.300000,9.734120
23.300000,9.129942
23.400000,30.000000
23.400000,21.643783
23.400000,17.641546
23.400000,15.209235
23.400000,13.531082
23.400000,12.273731
23.400000,11.277443
23.400000,10.456114
23.400000,9.759070
23.400000,9.154386
23.500000,30.000000
23.500000,21.669698
23.500000,17.670851
23.500000,15.238245
23.500000,13.559114
23.500000,12.300766
23.500000,11.303613
23.500000,10.481561
23.500000,9.783917
23.500000,9.178730
23.600000,30.000000
23.600000,21.695399
23.600000,17.699960
23.600000,15.267091
23.600000,13.587005
23.600000,12.327677
23.600000,11.329668
23.600000,10.506901
23.600000,9.808661
23.600000,9.202976
23.700000,30.000000
23.700000,21.720891
23.700000,17.728876
23.700000,15.295774
23.700000,13.614756
23.700000,12.354464
23.700000,11.355610
23.700000,10.532134
23.700000,9.833304
23.700000,9.227123
23.800000,30.000000
23.800000,21.746176
23.800000,17.757601
23.800000,15.324296
23.800000,13.642369
23.800000,12.381127
23.800000,11.381438
23.800000,10.557261
23.800000,9.857846
23.800000,9.251173
23.900000,30.000000
23.900000,21.771258
23.900000,17.786136
23.900000,15.352657
23.900000,13.669844
23.900000,12.407669
23.900000,11.407155
23.900000,10.582283
23.900000,9.882287
23.900000,9.275127
24.000000,30.000000
24.000000,21.796139
24.000000,17.814485
24.000000,15.380860
24.000000,13.697183
24.000000,12.434089
24.000000,11.432760
24.000000,10.607201
24.000000,9.906629
24.000000,9.298985
24.100000,30.000000
24.100000,21.820822
24.100000,17.842650
24.100000,15.408906
24.100000,13.724386
24.100000,12.460388
24.100000,11.458255
24.100000,10.632015
24.100000,9.930873
24.100000,9.322747
24.200000,30.000000
24.200000,21.845310
24.200000,17.870632
24.200000,15.436797
24.200000,13.751455
24.200000,12.486568
24.200000,11.483641
24.200000,10.656725
24.200000,9.955017
24.200000,9.346415
24.300000,30.000000
24.300000,21.869606
24.300000,17.898433
24.300000,15.464533
24.300000,13.778391
24.300000,12.512629
24.300000,11.508917
24.300000,10.681334
24.300000,9.979065
24.300000,9.369989
24.400000,30.000000
24.400000,21.893713
24.400000,17.926057
24.400000,15.492117
24.400000,13.805195
24.400000,12.538573
24.400000,11.534085
24.400000,10.705841
24.400000,10.003016
24.400000,9.393470
24.500000,30.000000
24.500000,21.917634
24.500000,17.953504
24.500000,15.519549
24.500000,13.831867
24.500000,12.564399
24.500000,11.559146
24.500000,10.730247
24.500000,10.026870
24.500000,9.416858
24.600000,30.000000
24.600000,21.941371
24.600000,17.980777
24.600000,15.546831
24.600000,13.858409
24.600000,12.590109
24.600000,11.584100
24.600000,10.754554
24.600000,10.050630
24.600000,9.440155
24.700000,30.000000
24.700000,21.964926
24.700000,18.007877
24.700000,15.573965
24.700000,13.884822
24.700000,12.615703
24.700000,11.608947
24.700000,10.778760
24.700000,10.074294
24.700000,9.463360
24.800000,30.000000
24.800000,21.988303
24.800000,18.034807
24.800000,15.600951
24.800000,13.911107
24.800000,12.641183
24.800000,11.633690
24.800000,10.802868
24.800000,10.097865
24.800000,9.486475
24.900000,30.000000
24.900000,22.011504
24.900000,18.061569
24.900000,15.627791
24.900000,13.937265
24.900000,12.666549
24.900000,11.658328
24.900000,10.826878
24.900000,10.121342
24.900000,9.509499
25.000000,30.000000
25.000000,22.034531
25.000000,18.088164
25.000000,15.654487
25.000000,13.963296
25.000000,12.691803
25.000000,11.682863
25.000000,10.850791
25.000000,10.144726
25.000000,9.532435
25.100000,30.000000
25.100000,22.057387
25.100000,18.114594
25.100000,15.681040
25.100000,13.989202
25.100000,12.716944
25.100000,11.707294
25.100000,10.874607
25.100000,10.168018
25.100000,9.555281
25.200000,30.000000
25.200000,22.080074
25.200000,18.140862
25.200000,15.707450
25.200000,14.014984
25.200000,12.741974
25.200000,11.731623
25.200000,10.898326
25.200000,10.191218
25.200000,9.578040
25.300000,30.000000
25.300000,22.102594
25.300000,18.166968
25.300000,15.733720
25.300000,14.040643
25.300000,12.766893
25.300000,11.755851
25.300000,10.921951
25.300000,10.214328
25.300000,9.600710
25.400000,30.000000
25.400000,22.124949
25.400000,18.192915
25.400000,15.759850
25.400000,14.066179
25.400000,12.791702
25.400000,11.779977
25.400000,10.945480
25.400000,10.237347
25.400000,9.623294
25.500000,30.000000
25.500000,22.147143
25.500000,18.218704
25.500000,15.785842
25.500000,14.091594
25.500000,12.816403
25.500000,11.804003
25.500000,10.968916
25.500000,10.260277
25.500000,9.645792
25.600000,30.000000
25.600000,22.169176
25.600000,18.244337
25.600000,15.811698
25.600000,14.116889
25.600000,12.840995
25.600000,11.827930
25.600000,10.992258
25.600000,10.283118
25.600000,9.668204
25.700000,30.000000
25.700000,22.191051
25.700000,18.269816
25.700000,15.837417
25.700000,14.142064
25.700000,12.865479
25.700000,11.851757
25.700000,11.015507
25.700000,10.305870
25.700000,9.690531
25.800000,30.000000
25.800000,22.212771
25.800000,18.295143
25.800000,15.863002
25.800000,14.167121
25.800000,12.889857
25.800000,11.875487
25.800000,11.038664
25.800000,10.328534
25.800000,9.712773
25.900000,30.000000
25.900000,22.234337
25.900000,18.320318
25.900000,15.888454
25.900000,14.192060
25.900000,12.914130
25.900000,11.899119
25.900000,11.061729
25.900000,10.351111
25.900000,9.734931
26.000000,30.000000
26.000000,22.255750
26.000000,18.345345
26.000000,15.913773
26.000000,14.216882
26.000000,12.938296
26.000000,11.922654
26.000000,11.084704
26.000000,10.373602
26.000000,9.757006
26.100000,30.000000
26.100000,22.277014
26.100000,18.370223
26.100000,15.938962
26.100000,14.241588
26.100000,12.962359
26.100000,11.946092
26.100000,11.107588
26.100000,10.396006
26.100000,9.778998
26.200000,30.000000
26.200000,22.298130
26.200000,18.394956
26.200000,15.964021
26.200000,14.266180
26.200000,12.986318
26.200000,11.969435
26.200000,11.130382
26.200000,10.418325
26.200000,9.800907
26.300000,30.000000
26.300000,22.319100
26.300000,18.419543
26.300000,15.988951
26.300000,14.290657
26.300000,13.010173
26.300000,11.992683
26.300000,11.153087
26.300000,10.440558
26.300000,9.822735
26.400000,30.000000
26.400000,22.339926
26.400000,18.443988
26.400000,16.013754
26.400000,14.315021
26.400000,13.033927
26.400000,12.015837
26.400000,11.175703
26.400000,10.462708
26.400000,9.844482
26.500000,30.000000
26.500000,22.360609
26.500000,18.468291
26.500000,16.038430
26.500000,14.339273
26.500000,13.057579
26.500000,12.038897
26.500000,11.198232
26.500000,10.484773
26.500000,9.866148
26.600000,30.000000
26.600000,22.381152
26.600000,18.492454
26.600000,16.062981
26.600000,14.363413
26.600000,13.081130
26.600000,12.061864
26.600000,11.220673
26.600000,10.506755
26.600000,9.887733
26.700000,30.000000
26.700000,22.401556
26.700000,18.516478
26.700000,16.087408
26.700000,14.387443
26.700000,13.104581
26.700000,12.084739
26.700000,11.243027
26.700000,10.528655
26.700000,9.909239
26.800000,30.000000
26.800000,22.421823
26.800000,18.540366
26.800000,16.111712
26.800000,14.411363
26.800000,13.127932
26.800000,12.107521
26.800000,11.265294
26.800000,10.550472
26.800000,9.930666
26.900000,30.000000
26.900000,22.441954
26.900000,18.564117
26.900000,16.135894
26.900000,14.435174
26.900000,13.151185
26.900000,12.130213
26.900000,11.287476
26.900000,10.572208
26.900000,9.952015
27.000000,30.000000
27.000000,22.461952
27.000000,18.587734
27.000000,16.159955
27.000000,14.458877
27.000000,13.174340
27.000000,12.152814
27.000000,11.309573
27.000000,10.593862
27.000000,9.973285
27.100000,30.000000
27.100000,22.481817
27.100000,18.611218
27.100000,16.183896
27.100000,14.482473
27.100000,13.197397
27.100000,12.175325
27.100000,11.331586
27.100000,10.615436
27.100000,9.994478
27.200000,30.000000
27.200000,22.501552
27.200000,18.634570
27.200000,16.207718
27.200000,14.505962
27.200000,13.220358
27.200000,12.197746
27.200000,11.353514
27.200000,10.636930
27.200000,10.015593
27.300000,30.000000
27.300000,22.521158
27.300000,18.657791
27.300000,16.231423
27.300000,14.529346
27.300000,13.243223
27.300000,12.220079
27.300000,11.375358
27.300000,10.658344
27.300000,10.036632
27.400000,30.000000
27.400000,22.540636
27.400000,18.680884
27.400000,16.255010
27.400000,14.552625
27.400000,13.265992
27.400000,12.242323
27.400000,11.397120
27.400000,10.679679
27.400000,10.057595
27.500000,30.000000
27.500000,22.559989
27.500000,18.703849
27.500000,16.278482
27.500000,14.575799
27.500000,13.288667
27.500000,12.264480
27.500000,11.418799
27.500000,10.700936
27.500000,10.078483
27.600000,30.000000
27.600000,22.579217
27.600000,18.726688
27.600000,16.301839
27.600000,14.598871
27.600000,13.311248
27.600000,12.286550
27.600000,11.440397
27.600000,10.722114
27.600000,10.099295
27.700000,30.000000
27.700000,22.598322
27.700000,18.749401
27.700000,16.325082
27.700000,14.621840
27.700000,13.333735
27.700000,12.308533
27.700000,11.461913
27.700000,10.743215
27.700000,10.120032
27.800000,30.000000
27.800000,22.617306
27.800000,18.771991
27.800000,16.348213
27.800000,14.644707
27.800000,13.356130
27.800000,12.330430
27.800000,11.483348
27.800000,10.764239
27.800000,10.140696
27.900000,30.000000
27.900000,22.636169
27.900000,18.794457
27.900000,16.371231
27.900000,14.667474
27.900000,13.378432
27.900000,12.352242
27.900000,11.504703
27.900000,10.785186
27.900000,10.161285
28.000000,30.000000
28.000000,22.654914
28.000000,18.816803
28.000000,16.394139
28.000000,14.690140
28.000000,13.400643
