36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,
36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,
36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,
36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,
36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,
36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,
36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,
36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,
36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,
36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,
36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,
36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,
36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,
36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,
36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,
36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,
36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,
36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,
36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,
36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,
36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,
36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,
36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,
36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,
36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,
36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,36.841361,
