0.020000,-1.997709,-3.999656,-5.999945,-7.999991,-9.999999,-12.000000,-14.000000,-16.000000,-18.000000,
0.060000,-1.989286,-3.997955,-5.999619,-7.999929,-9.999987,-11.999998,-14.000000,-16.000000,-18.000000,
0.120000,-1.971842,-3.993417,-5.998558,-7.999697,-9.999938,-11.999988,-13.999998,-16.000000,-18.000000,
0.200000,-1.943237,-3.984388,-5.996051,-7.999061,-9.999787,-11.999954,-13.999990,-15.999998,-18.000000,
0.300000,-1.901900,-3.969238,-5.991189,-7.997654,-9.999411,-11.999859,-13.999968,-15.999993,-17.999998,
0.420000,-1.846689,-3.946462,-5.982935,-7.994972,-9.998613,-11.999638,-13.999910,-15.999978,-17.999995,
0.560000,-1.776772,-3.914738,-5.970199,-7.990390,-9.997111,-11.999182,-13.999780,-15.999943,-17.999986,
0.720000,-1.691553,-3.872943,-5.951896,-7.983187,-9.994533,-11.998331,-13.999517,-15.999867,-17.999965,
0.900000,-1.590606,-3.820145,-5.926993,-7.972583,-9.990425,-11.996867,-13.999032,-15.999715,-17.999920,
1.100000,-1.473627,-3.755586,-5.894540,-7.957770,-9.984260,-11.994508,-13.998194,-15.999436,-17.999832,
1.320000,-1.340407,-3.678659,-5.853688,-7.937941,-9.975457,-11.990913,-13.996832,-15.998954,-17.999671,
1.560000,-1.190805,-3.588887,-5.803693,-7.912319,-9.963398,-11.985684,-13.994731,-15.998165,-17.999392,
1.820000,-1.024730,-3.485900,-5.743917,-7.880174,-9.947449,-11.978378,-13.991627,-15.996934,-17.998933,
2.100000,-0.842131,-3.369417,-5.673822,-7.840832,-9.926977,-11.968513,-13.987213,-15.995091,-17.998210,
2.400000,-0.642983,-3.239228,-5.592962,-7.793690,-9.901367,-11.955586,-13.981144,-15.992431,-17.997116,
2.720000,-0.427285,-3.095181,-5.500971,-7.738212,-9.870032,-11.939081,-13.973041,-15.988714,-17.995516,
3.060000,-0.195052,-2.937171,-5.397555,-7.673930,-9.832425,-11.918484,-13.962499,-15.983667,-17.993248,
3.420000,0.053687,-2.765132,-5.282480,-7.600444,-9.788042,-11.893290,-13.949098,-15.976987,-17.990121,
3.800000,0.318895,-2.579028,-5.155568,-7.517411,-9.736428,-11.863016,-13.932408,-15.968349,-17.985918,
4.200000,0.600525,-2.378848,-5.016682,-7.424549,-9.677177,-11.827203,-13.911999,-15.957405,-17.980395,
4.620000,0.898526,-2.164600,-4.865725,-7.321622,-9.609931,-11.785425,-13.887449,-15.943799,-17.973287,
5.060000,1.212839,-1.936309,-4.702631,-7.208441,-9.534379,-11.737291,-13.858350,-15.927166,-17.964309,
5.520000,1.543403,-1.694012,-4.527360,-7.084854,-9.450254,-11.682444,-13.824311,-15.907139,-17.953161,
6.000000,1.890154,-1.437758,-4.339895,-6.950745,-9.357328,-11.620567,-13.784965,-15.883358,-17.939536,
6.500000,2.253024,-1.167603,-4.140237,-6.806027,-9.255412,-11.551375,-13.739972,-15.855473,-17.923118,
7.020000,2.631944,-0.883610,-3.928403,-6.650639,-9.144349,-11.474621,-13.689017,-15.823147,-17.903591,
7.560000,3.026842,-0.585850,-3.704422,-6.484541,-9.024011,-11.390088,-13.631814,-15.786059,-17.880644,
8.120000,3.437645,-0.274395,-3.468333,-6.307711,-8.894300,-11.297591,-13.568107,-15.743909,-17.853971,
8.700000,3.864279,0.050676,-3.220186,-6.120147,-8.755137,-11.196974,-13.497665,-15.696418,-17.823277,
9.300000,4.306668,0.389282,-2.960037,-5.921855,-8.606467,-11.088105,-13.420284,-15.643328,-17.788280,
9.920000,4.764736,0.741342,-2.687948,-5.712858,-8.448251,-10.970877,-13.335788,-15.584405,-17.748713,
10.560000,5.238405,1.106768,-2.403986,-5.493185,-8.280466,-10.845202,-13.244022,-15.519435,-17.704325,
11.220000,5.727597,1.485475,-2.108223,-5.262876,-8.103105,-10.711012,-13.144854,-15.448229,-17.654883,
